QT000000000	Dfd597408f599b0ea	1
QT000000001	D9134a0a2d8248c7d	1
QT000000002	D3386ee05ff3ae8d1	1
QT000000003	Ddb706389c28f8842	1
QT000000004	D38a89ea6a27e5853	1
QT000000005	Dcd37ecb1c62c04d4	1
QT000000006	Dc257faa51ecebd38	1
QT000000007	D2fc34b4fca6ac71e	1
QT000000008	De43056dcd486208b	1
QT000000009	D14325c51142e10cb	1
QT000000010	Dd82b9b60afad716a	1
QT000000011	D45263647d9457ab3	1
QT000000012	D6cfee16599168c73	1
QT000000013	Da2b7bca19e80591c	1
QT000000014	D35c54504e249cf4d	1
QT000000015	D4bd042f53e95f21d	1
QT000000016	D36dbb5f3a72a1e90	1
QT000000017	D4045b684927b8549	1
QT000000018	De5b28821a980093e	1
QT000000019	D04103732e4dba410	1
QT000000020	Dbeffb0ed5f8b2337	1
QT000000021	Da8764aea234f9f32	1
QT000000022	Dafeca7d96c9ff6e7	1
QT000000023	D35cead06830a4906	1
QT000000024	D47a46c89cab2e37c	1
QT000000025	Df001d86c1ba057fe	1
QT000000026	D74dfdd1a86b665e5	1
QT000000027	Dbe55af4a39fd66c7	1
QT000000028	Dd6457a13fb0593f8	1
QT000000029	Dd251e8abe5fa6a09	1
QT000000030	De395d2a1704aca03	1
QT000000031	Db0dc0aa37cb19ec8	1
QT000000032	Dde84be9d35b8130f	1
QT000000033	Dc388ebbd306027f1	1
QT000000034	D1abce29fb8d65a60	1
QT000000035	D836d777cb3994312	1
QT000000036	D27ab606cb43a04cb	1
QT000000037	D21cdf76aad671275	1
QT000000038	Deecc2165b0eb13da	1
QT000000039	D20b71b0bbe7bc8f2	1
QT000000040	D0960d2caf650cd8e	1
QT000000041	D49c14e7588ef980a	1
QT000000042	Dcc6c633bfdf86ac2	1
QT000000043	D339c47cd262406e3	1
QT000000044	Dacbc4e6c3ab41d5f	1
QT000000045	D3164deab0833c86a	1
QT000000046	Df950696d48e990dc	1
QT000000047	D14716d3db97130b4	1
QT000000048	D934d8ee3d4f294bc	1
QT000000049	D6130208759adcd30	1
QT000000050	Dbbbe8b179d3bca05	1
QT000000051	D38f88cda094a27fe	1
QT000000052	D9413180f807d0bb8	1
QT000000053	De956bc67881e25b5	1
QT000000054	D637b7d1605b3bcdb	1
QT000000055	D7cd5b8aa62de502a	1
QT000000056	D7ad657babdce64ee	1
QT000000057	De0a058a318b95591	1
QT000000058	Dc0891c4f23edea4b	1
QT000000059	D7d00ab97ca59ae72	1
QT000000060	Dfdde5d6b86eb5584	1
QT000000061	Dfa8a3ab402c31074	1
QT000000062	Dad8030759eb5742c	1
QT000000063	Dcb1534a3d10623cd	1
QT000000064	Ddf1b83e969c3767d	1
QT000000065	D2a200e7416b8e896	1
QT000000066	Dab65873a12435abd	1
QT000000067	D72cd822a0e4aab11	1
QT000000068	Dc985c5f42e88d807	1
QT000000069	Dd2a4513b85930257	1
QT000000070	D0d24d998f0bfef86	1
QT000000071	D252565b3e44b5b5e	1
QT000000072	D829f30dbd046037d	1
QT000000073	D1b10ca37846d9528	1
QT000000074	D3aeb7e4d672c302b	1
QT000000075	D909c1110aadbef83	1
QT000000076	De2a0dc8fd10ce160	1
QT000000077	D85b89b6a877cd4f6	1
QT000000078	D280486fdf641927a	1
QT000000079	D8242fcc99260ae72	1
QT000000080	D98aa9de8c76f8203	1
QT000000081	Dcc3b0faad82ea85f	1
QT000000082	D54dc3ffae2f0d83b	1
QT000000083	D4e407e7fa4bd33cc	1
QT000000084	Dcedc6d31b56940e4	1
QT000000085	Da230351a57e67e7c	1
QT000000086	Dbe12ed2878ba5f76	1
