QS0230945	DS0230945	1
QS0051426	DS0051426	1
QS0100647	DS0100647	1
QS0140584	DS0140584	1
QS0180659	DS0180659	1
QS0204027	DS0204027	1
QS0237120	DS0237120	1
QS0183678	DS0183678	1
QS0075320	DS0075320	1
QS0049616	DS0049616	1
QS0034877	DS0034877	1
QS0142539	DS0142539	1
QS0196571	DS0196571	1
QS0164982	DS0164982	1
QS0237948	DS0237948	1
QS0038654	DS0038654	1
QS0229904	DS0229904	1
QS0024858	DS0024858	1
QS0057256	DS0057256	1
QS0239193	DS0239193	1
QS0062136	DS0062136	1
QS0193892	DS0193892	1
QS0171672	DS0171672	1
QS0175117	DS0175117	1
QS0124543	DS0124543	1
QS0211815	DS0211815	1
QS0174028	DS0174028	1
QS0040640	DS0040640	1
QS0011601	DS0011601	1
QS0065395	DS0065395	1
QS0076665	DS0076665	1
QS0012902	DS0012902	1
QS0024445	DS0024445	1
QS0134376	DS0134376	1
QS0024653	DS0024653	1
QS0080991	DS0080991	1
QS0162938	DS0162938	1
QS0060736	DS0060736	1
QS0164991	DS0164991	1
QS0137192	DS0137192	1
QS0128563	DS0128563	1
QS0208676	DS0208676	1
QS0197279	DS0197279	1
QS0097985	DS0097985	1
QS0211883	DS0211883	1
QS0049895	DS0049895	1
QS0018649	DS0018649	1
QS0077278	DS0077278	1
QS0142682	DS0142682	1
QS0052327	DS0052327	1
QS0192419	DS0192419	1
QS0157107	DS0157107	1
QS0235216	DS0235216	1
QS0063474	DS0063474	1
QS0049146	DS0049146	1
QS0116794	DS0116794	1
QS0026018	DS0026018	1
QS0155958	DS0155958	1
QS0113699	DS0113699	1
QS0227158	DS0227158	1
QS0221926	DS0221926	1
QS0102639	DS0102639	1
QS0159162	DS0159162	1
QS0199861	DS0199861	1
QS0032778	DS0032778	1
QS0228817	DS0228817	1
QS0009644	DS0009644	1
QS0168716	DS0168716	1
QS0022699	DS0022699	1
QS0099344	DS0099344	1
QS0047903	DS0047903	1
QS0017789	DS0017789	1
QS0029036	DS0029036	1
QS0098657	DS0098657	1
QS0215748	DS0215748	1
QS0029962	DS0029962	1
QS0236799	DS0236799	1
QS0001482	DS0001482	1
QS0130002	DS0130002	1
QS0119317	DS0119317	1
QS0126603	DS0126603	1
QS0170183	DS0170183	1
QS0004675	DS0004675	1
QS0216251	DS0216251	1
QS0029819	DS0029819	1
QS0086542	DS0086542	1
QS0024753	DS0024753	1
QS0064871	DS0064871	1
QS0021492	DS0021492	1
QS0205822	DS0205822	1
QS0194584	DS0194584	1
QS0071849	DS0071849	1
QS0065378	DS0065378	1
QS0231611	DS0231611	1
QS0238818	DS0238818	1
QS0067030	DS0067030	1
QS0089392	DS0089392	1
QS0054680	DS0054680	1
QS0157328	DS0157328	1
QS0061975	DS0061975	1
QS0125711	DS0125711	1
QS0104755	DS0104755	1
QS0193530	DS0193530	1
QS0032933	DS0032933	1
QS0115114	DS0115114	1
QS0153716	DS0153716	1
QS0037314	DS0037314	1
QS0053302	DS0053302	1
QS0094929	DS0094929	1
QS0095869	DS0095869	1
QS0030399	DS0030399	1
QS0084100	DS0084100	1
QS0102334	DS0102334	1
QS0117880	DS0117880	1
QS0153221	DS0153221	1
QS0239239	DS0239239	1
QS0042554	DS0042554	1
QS0074711	DS0074711	1
QS0214968	DS0214968	1
QS0188934	DS0188934	1
QS0068950	DS0068950	1
QS0116848	DS0116848	1
SQ0001935	SD0001935	1
QS0108091	DS0108091	1
QS0093519	DS0093519	1
QS0227017	DS0227017	1
QS0045046	DS0045046	1
QS0079107	DS0079107	1
QS0131647	DS0131647	1
QS0144743	DS0144743	1
QS0070306	DS0070306	1
QS0042468	DS0042468	1
QS0130922	DS0130922	1
QS0135685	DS0135685	1
QS0130788	DS0130788	1
QS0232540	DS0232540	1
QS0148190	DS0148190	1
QS0066010	DS0066010	1
QS0109881	DS0109881	1
QS0197949	DS0197949	1
QS0103861	DS0103861	1
QS0208378	DS0208378	1
QS0108754	DS0108754	1
QS0018284	DS0018284	1
QS0058757	DS0058757	1
QS0238363	DS0238363	1
QS0178870	DS0178870	1
QS0192498	DS0192498	1
QS0067052	DS0067052	1
QS0156839	DS0156839	1
QS0059969	DS0059969	1
QS0139910	DS0139910	1
QS0137976	DS0137976	1
QS0058837	DS0058837	1
QS0104356	DS0104356	1
QS0084817	DS0084817	1
QS0171782	DS0171782	1
QS0047142	DS0047142	1
QS0174798	DS0174798	1
QS0066722	DS0066722	1
QS0230703	DS0230703	1
QS0120738	DS0120738	1
QS0238578	DS0238578	1
QS0139629	DS0139629	1
QS0107511	DS0107511	1
QS0062976	DS0062976	1
QS0156129	DS0156129	1
QS0026500	DS0026500	1
QS0095262	DS0095262	1
QS0056176	DS0056176	1
QS0020463	DS0020463	1
QS0177218	DS0177218	1
QS0218487	DS0218487	1
QS0029182	DS0029182	1
QS0055795	DS0055795	1
QS0016599	DS0016599	1
QS0141422	DS0141422	1
QS0237736	DS0237736	1
QS0107374	DS0107374	1
QS0010574	DS0010574	1
QS0225384	DS0225384	1
QS0161463	DS0161463	1
QS0172006	DS0172006	1
QS0172283	DS0172283	1
QS0116838	DS0116838	1
QS0105825	DS0105825	1
QS0063166	DS0063166	1
QS0150617	DS0150617	1
QS0226793	DS0226793	1
QS0215470	DS0215470	1
QS0232911	DS0232911	1
QS0170801	DS0170801	1
QS0039693	DS0039693	1
QS0001349	DS0001349	1
QS0111969	DS0111969	1
QS0071209	DS0071209	1
QS0077607	DS0077607	1
QS0170650	DS0170650	1
QS0100811	DS0100811	1
QS0218569	DS0218569	1
QS0171946	DS0171946	1
QS0139112	DS0139112	1
QS0233661	DS0233661	1
QS0192203	DS0192203	1
QS0150859	DS0150859	1
QS0096221	DS0096221	1
QS0052532	DS0052532	1
QS0147860	DS0147860	1
QS0215084	DS0215084	1
QS0033029	DS0033029	1
QS0071465	DS0071465	1
QS0093509	DS0093509	1
QS0223473	DS0223473	1
QS0109186	DS0109186	1
QS0238399	DS0238399	1
QS0008679	DS0008679	1
QS0106890	DS0106890	1
QS0205794	DS0205794	1
QS0124856	DS0124856	1
QS0226470	DS0226470	1
QS0024357	DS0024357	1
QS0235345	DS0235345	1
QS0221546	DS0221546	1
