gsw-9d61b6d8a5a0299cd634d642160dc383	Mach echli!
gsw-51960b7a531ba3ad7f9350411c5228ea	Bitte schwätze Sie langsamer.
gsw-b71be08125d8853b8f3502a1338661aa	En Guete!
gsw-2c4aa372d5a511f7733d6bd2d19f811f	Gueti Reis!
gsw-2a3697013b042a8b04e04860b4e4a62e	Gömer?
gsw-87630bab7e8c245ff10c3b49b0edcdb5	Ich ha es Velo.
gsw-fef25a7114ca7d44043a27551b7666b4	Wilkomme.
gsw-3cc876b6929ae2dd455bf5e55cefc3fd	Grüezi.
gsw-6b70bdab3f50c1dd1ce39eb5250fb421	Guete Morge!
gsw-f7be423f10fd8954e0d9d6a25b543fad	S tuet mir läid.
gsw-79e43647583121d275e357da325ee55b	Bitteschöön.
gsw-5455cfc675fa872910deaf8ab0caa5df	Entschuldigung.
gsw-79e43647583121d275e357da325ee55b	Bitteschöön.
gsw-4d3e2c005e6499069f44d5966b839327	Gueten Oobe.
gsw-bcf8588f4d248a38ccfd4ec30eb61094	Guet Nacht.
gsw-94aea715c95d64058c186250399a18a0	Dä Hund isch wiis.
gsw-4911ad4b8218d2aa62b735a67de2357e	Ich au.
gsw-9360b7402821bffca48e07c474ee2b6f	Si chommät us Schweden.
gsw-de1aa214e0c593b1fc02358ffdc6602a	Ich han en Schicht vom 9i bis am 5i.
gsw-34d425da1a12cc5aab3e3badeb482955	Was isch din Prueff?
gsw-a7eae52d43f33ffec5233be2c6a28126	Das isch es Huehn.
gsw-9ffe7940ead721125ffcca40c5c53a2a	Was isch dini Mueterschpraach?
gsw-9d61b6d8a5a0299cd634d642160dc383	Mach echli!
gsw-a4626488d356a15c5fa6edb21dbe65ea	Er hät es Velo.
gsw-f49acdcb16153494b5e6ad3e7934cf24	Dangge.
gsw-acae5b8017b2216d7ef3725863364ec0	Üsi Ziit isch abgloffe.
gsw-f228a72dd442556fc2512d808b87503b	Chömer?
gsw-d8372c45dbaf003ea8fc735df96b213d	Leg d Waffe weg!
gsw-a5e1aa0c1bfb86dfdb48d6e5894d23c2	S Buech isch alt.
gsw-6eab246a4fd534c06a7bedc40529d6eb	Mir sind nöd eifersüchtig.
gsw-474b1cb8c4f664a41722347625f0e31d	Sy, oder Nödsy, das isch hie d Frag.
gsw-320483ffcc92a62476503be50187cf7a	Dä Hund isch schöön.
gsw-026a503a7b0f55a656639b47a5603ce7	Zeig ihn ire!
gsw-0e056c7ab38bbf6200fc6ea05c1350c5	Hend ihrs gschafft?
gsw-70a2720a982f9f1288ae2a9d969af7f7	De Tom isch be mer.
gsw-ebc3c4679ee550b9c6aa3dabe29f8d2d	Was sind Si vo Prueff?
gsw-751b451858a802d03b8e749de9c3550a	Dä Hund isch root.
gsw-4aaa90340dd890f756da231e41ae89e6	Tom hät es Velo.
gsw-6a2256e25b8d77621caf2f3fcfcc980b	Chönd Si langsamer redä?
gsw-fbae5d128606ec79c522d1419eb4c8d1	S Buech isch schwarz.
gsw-b43450a7374f9cbcd98f526989a52986	Ich han mis Portmone verloore.
gsw-c58da93d426d8cb325d3dc8a2241e111	Häts da es Spitaal i de Nööchi?
gsw-3a2cd1cebb1880fc054a76ebfcf1310c	Mir sind nöd riich.
gsw-0acd856acf70c1147196a9999452b375	Du bisch härzig.
gsw-917b7271d9919d12c22ee49f0c3c315d	Chunnsch us Beijing?
gsw-0d825ae1fff9049629b079933901c536	Ir chommät us Taipei.
gsw-0abdc3c2037229e920545dfc37f80a92	Si chommät us Taipei.
gsw-a127f15517e2e8255ad0a929de2896ef	D Blueme isch blau.
gsw-c97fd7d5b4f45d284d6611800757a187	S Huus isch root.
gsw-c89929d0528e1a7f3260eaa5101f7985	D Blueme isch schöön.
gsw-0625b333ecc1d68b40d4d3322a5b662c	Dä Hund isch schwarz.
gsw-17460bf40c3c7c718e050ab75ecb64f7	D Frau isch schöön.
gsw-b35ca7d03bedb70bebf63fe25f537ec6	D Frau isch jung.
gsw-03686bc9b503ba250c4cce2a994471f4	D Frau isch nöd jung.
gsw-1386a7d12cd2eedae45d91bc58da1de7	S Buech isch root.
gsw-522857de571293c7db61085c2f8c661c	S Buech isch blau.
gsw-482cc96654251d2fe8ebed4f888d6ff8	S Buech isch grüen.
gsw-be39d2f8be3a17e0f81da82b927dd5fa	S Buech isch bruun.
gsw-2fc2ae3fa1ec1518eca205bef26c22dd	S Buech isch violett.
gsw-024717c87f535b0ea3390d26f6b70150	Si isch d Betty.
gsw-9bba660f2cc03f8772f75e77ff84ddc8	Chum, mer nehmed de Bus.
gsw-fecb6e0721bc96f54f1cdffceda5e159	Wo bisch letzte Mäntig gsie?
gsw-767ad964ff3da2213041bef7bba9ab74	Han i da würkli gmacht?
gsw-236a11e6d1fad51bef293a420e58db5e	De Tom isch Zimmerma, oder?
gsw-5c535645bb4d8ed1e9a04cb2b456601d	Het de Tom würkli glächlet?
gsw-be45eafaf43be9dff0305dd41a0f1e39	Gnüssesch du dä Summer?
